Column1,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,short_name,Name,Team,Nationality,Position.1,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
317,FC Augsburg,Ragnar Klavan,30,Centre-Back,Liverpool,€5.00m,out,Summer,5,1 Bundesliga,2016,2016/2017,Germany,R. Klavan,R. Klavan,FC Augsburg,Estonia,CB,77,77,5000000,45000,Left,High/Medium,Normal (185+),52,38,78,72,34,56,48,34,73,70,63,69,61,75,56,67,78,75,78,56,77,75,38,60,44,80,82,77,11,15,11,10,12
318,Liverpool FC,Ragnar Klavan,30,Centre-Back,FC Augsburg,€5.00m,in,Summer,5,Premier League,2016,2016/2017,England,R. Klavan,R. Klavan,FC Augsburg,Estonia,CB,77,77,5000000,45000,Left,High/Medium,Normal (185+),52,38,78,72,34,56,48,34,73,70,63,69,61,75,56,67,78,75,78,56,77,75,38,60,44,80,82,77,11,15,11,10,12
357,Watford FC,Ikechi Anya,28,Left Midfield,Derby,€4.70m,out,Summer,4.7,Premier League,2016,2016/2017,England,I. Anya,I. Anya,Watford,Scotland,"LWB, RWB, CAM",66,66,500000,7000,Right,High/Medium,Normal (170-),67,59,53,69,46,73,50,36,54,63,92,88,92,64,85,77,80,80,70,51,50,45,72,67,55,60,64,55,9,15,6,16,13
358,AFC Bournemouth,Lee Tomlin,27,Second Striker,Bristol City,€3.50m,out,Summer,3.5,Premier League,2016,2016/2017,England,L. Tomlin,L. Tomlin,AFC Bournemouth,England,"CAM, ST",68,71,1100000,10000,Right,High/Medium,Stocky (170-185),56,74,53,67,57,73,55,67,64,70,73,75,69,55,69,76,59,67,76,69,75,43,69,66,71,29,28,33,9,12,13,12,11
359,Sunderland AFC,Emanuele Giaccherini,31,Left Midfield,SSC Napoli,€1.50m,out,Summer,1.5,Premier League,2016,2016/2017,England,E. Giaccherini,E. Giaccherini,Bologna,Italy,"LM, CM",76,76,4700000,50000,Right,High/Medium,Normal (170-),77,61,59,80,73,80,79,61,74,80,74,70,88,74,90,73,54,75,54,77,75,65,73,75,65,53,61,64,14,11,14,14,7
360,SSC Napoli,Emanuele Giaccherini,31,Left Midfield,Sunderland,€1.50m,in,Summer,1.5,Serie A,2016,2016/2017,Italy,E. Giaccherini,E. Giaccherini,Bologna,Italy,"LM, CM",76,76,4700000,50000,Right,High/Medium,Normal (170-),77,61,59,80,73,80,79,61,74,80,74,70,88,74,90,73,54,75,54,77,75,65,73,75,65,53,61,64,14,11,14,14,7
361,Chelsea FC,Marcos Alonso,25,Left-Back,Fiorentina,€23.00m,in,Summer,23,Premier League,2016,2016/2017,England,M. Alonso,Marcos Alonso,Fiorentina,Spain,"LB, LM",75,78,4300000,45000,Left,High/Medium,Lean (185+),75,50,65,69,33,71,61,71,69,71,76,78,68,75,58,75,68,79,78,71,79,69,61,57,64,74,79,80,9,7,13,9,12
362,ACF Fiorentina,Marcos Alonso,25,Left-Back,Chelsea,€23.00m,out,Summer,23,Serie A,2016,2016/2017,Italy,M. Alonso,Marcos Alonso,Fiorentina,Spain,"LB, LM",75,78,4300000,45000,Left,High/Medium,Lean (185+),75,50,65,69,33,71,61,71,69,71,76,78,68,75,58,75,68,79,78,71,79,69,61,57,64,74,79,80,9,7,13,9,12
373,Watford FC,Allan Nyom,28,Right-Back,West Brom,€4.70m,out,Summer,4.7,Premier League,2016,2016/2017,England,A. Nyom,A. Nyom,Watford,Cameroon,RB,77,77,5500000,60000,Right,High/Medium,Normal (185+),75,27,69,65,44,62,68,30,64,72,76,85,50,73,50,76,57,86,87,66,80,75,51,54,37,77,84,82,12,8,9,9,14
374,West Bromwich Albion,Allan Nyom,28,Right-Back,Watford,€4.70m,in,Summer,4.7,Premier League,2016,2016/2017,England,A. Nyom,A. Nyom,Watford,Cameroon,RB,77,77,5500000,60000,Right,High/Medium,Normal (185+),75,27,69,65,44,62,68,30,64,72,76,85,50,73,50,76,57,86,87,66,80,75,51,54,37,77,84,82,12,8,9,9,14
382,Southampton FC,Nathan Redmond,22,Left Winger,Norwich,€13.50m,in,Summer,13.5,Premier League,2016,2016/2017,England,N. Redmond,N. Redmond,Norwich City,England,"RM, LM",74,82,4900000,30000,Right,High/Medium,Lean (170-185),72,66,33,70,38,80,69,68,63,76,89,84,90,63,84,71,48,70,43,73,38,22,71,70,60,18,26,30,12,14,16,6,10
387,Everton FC,Yannick Bolasie,27,Left Winger,Crystal Palace,€28.90m,in,Summer,28.9,Premier League,2016,2016/2017,England,Y. Bolasie,Y. Bolasie,Crystal Palace,Congo DR,"LW, RW",76,78,6500000,70000,Right,High/Medium,Normal (185+),76,64,51,68,51,86,62,49,64,81,89,88,84,72,76,81,58,81,82,71,76,31,69,59,65,27,31,17,8,9,12,14,6
388,Crystal Palace,Yannick Bolasie,27,Left Winger,Everton,€28.90m,out,Summer,28.9,Premier League,2016,2016/2017,England,Y. Bolasie,Y. Bolasie,Crystal Palace,Congo DR,"LW, RW",76,78,6500000,70000,Right,High/Medium,Normal (185+),76,64,51,68,51,86,62,49,64,81,89,88,84,72,76,81,58,81,82,71,76,31,69,59,65,27,31,17,8,9,12,14,6
391,Chelsea FC,Mohamed Salah,24,Right Winger,AS Roma,€15.00m,out,Summer,15,Premier League,2016,2016/2017,England,M. Salah,M. Salah,Roma,Egypt,RW,80,87,20500000,100000,Left,High/Medium,Lean (170-185),68,77,59,75,69,86,64,68,67,86,92,91,86,75,84,75,70,77,60,61,63,55,77,71,63,37,43,41,14,14,9,11,14
392,AS Roma,Mohamed Salah,24,Right Winger,Chelsea,€15.00m,in,Summer,15,Serie A,2016,2016/2017,Italy,M. Salah,M. Salah,Roma,Egypt,RW,80,87,20500000,100000,Left,High/Medium,Lean (170-185),68,77,59,75,69,86,64,68,67,86,92,91,86,75,84,75,70,77,60,61,63,55,77,71,63,37,43,41,14,14,9,11,14
397,Tottenham Hotspur,Moussa Sissoko,27,Central Midfield,Newcastle,€35.00m,in,Summer,35,Premier League,2016,2016/2017,England,M. Sissoko,M. Sissoko,Newcastle United,France,"CAM, CM, RM",78,82,11000000,80000,Right,High/Medium,Normal (185+),76,72,70,80,67,80,75,74,75,82,79,82,76,79,63,85,77,92,86,71,77,76,76,68,68,69,74,72,14,8,11,10,8
398,Tottenham Hotspur,Ryan Mason,25,Central Midfield,Hull City,€15.40m,out,Summer,15.4,Premier League,2016,2016/2017,England,R. Mason,R. Mason,Tottenham Hotspur,England,"CM, CDM, CAM",75,80,5500000,45000,Right,High/Medium,Lean (170-185),70,64,55,81,64,71,70,66,77,74,68,71,74,72,77,72,48,82,58,71,75,68,74,76,69,69,72,67,7,10,10,16,14
399,Hull City,Ryan Mason,25,Central Midfield,Spurs,€15.40m,in,Summer,15.4,Premier League,2016,2016/2017,England,R. Mason,R. Mason,Tottenham Hotspur,England,"CM, CDM, CAM",75,80,5500000,45000,Right,High/Medium,Lean (170-185),70,64,55,81,64,71,70,66,77,74,68,71,74,72,77,72,48,82,58,71,75,68,74,76,69,69,72,67,7,10,10,16,14
400,Manchester United,Paul Pogba,23,Central Midfield,Juventus,€105.00m,in,Summer,105,Premier League,2016,2016/2017,England,P. Pogba,P. Pogba,Juventus,France,CM,86,92,53000000,180000,Right,High/Medium,Lean (185+),76,70,72,85,84,88,82,80,81,89,75,79,75,86,61,91,85,87,91,91,80,71,83,86,76,71,77,83,5,6,2,4,3
401,Juventus FC,Paul Pogba,23,Central Midfield,Man Utd,€105.00m,out,Summer,105,Serie A,2016,2016/2017,Italy,P. Pogba,P. Pogba,Juventus,France,CM,86,92,53000000,180000,Right,High/Medium,Lean (185+),76,70,72,85,84,88,82,80,81,89,75,79,75,86,61,91,85,87,91,91,80,71,83,86,76,71,77,83,5,6,2,4,3
402,Liverpool FC,Georginio Wijnaldum,25,Central Midfield,Newcastle,€27.50m,in,Summer,27.5,Premier League,2016,2016/2017,England,G. Wijnaldum,G. Wijnaldum,Newcastle United,Netherlands,"CAM, CM",80,84,19000000,90000,Right,High/Medium,Lean (170-185),65,76,72,79,73,86,76,71,66,84,79,85,82,82,80,77,82,86,64,69,61,65,78,76,74,52,55,42,16,6,14,12,6
411,Southampton FC,Graziano Pellè,30,Centre-Forward,SD Luneng,€15.25m,out,Summer,15.25,Premier League,2016,2016/2017,England,G. Pelle,G. Pellè,Southampton,Italy,ST,77,77,7000000,60000,Right,High/Medium,Normal (185+),44,79,91,65,79,64,56,40,64,76,54,55,64,83,34,81,72,76,91,69,73,25,82,69,76,19,33,33,15,12,14,13,9
418,West Bromwich Albion,Rickie Lambert,34,Centre-Forward,Cardiff,€2.00m,out,Summer,2,Premier League,2016,2016/2017,England,R. Lambert,R. Lambert,West Bromwich Albion,England,ST,75,75,2700000,25000,Right,High/Medium,Normal (185+),67,81,84,66,72,65,77,84,72,75,48,46,57,75,59,85,71,71,85,74,76,32,79,77,96,30,26,19,13,15,7,16,11
420,Leicester City,Ritchie De Laet,27,Centre-Back,Aston Villa,€2.30m,out,Summer,2.3,Premier League,2016,2016/2017,England,R. De Laet,R. De Laet,Leicester City,Belgium,RB,72,74,2100000,25000,Right,High/Medium,Lean (185+),68,38,68,63,24,68,28,33,60,67,87,86,64,69,57,61,74,76,73,42,75,66,58,54,40,64,77,74,13,14,14,12,13
421,Manchester City,John Stones,22,Centre-Back,Everton,€55.60m,in,Summer,55.6,Premier League,2016,2016/2017,England,J. Stones,J. Stones,Everton,England,"CB, RB",77,87,10000000,40000,Right,High/Medium,Lean (185+),62,29,74,78,27,66,26,29,64,75,72,72,63,76,54,46,72,76,77,41,70,75,48,59,37,79,80,81,7,15,11,10,8
422,Everton FC,John Stones,22,Centre-Back,Man City,€55.60m,out,Summer,55.6,Premier League,2016,2016/2017,England,J. Stones,J. Stones,Everton,England,"CB, RB",77,87,10000000,40000,Right,High/Medium,Lean (185+),62,29,74,78,27,66,26,29,64,75,72,72,63,76,54,46,72,76,77,41,70,75,48,59,37,79,80,81,7,15,11,10,8
431,Watford FC,Daryl Janmaat,27,Centre-Back,Newcastle,€8.90m,in,Summer,8.9,Premier League,2016,2016/2017,England,D. Janmaat,D. Janmaat,Newcastle United,Netherlands,RB,77,81,7500000,70000,Right,High/Medium,Normal (185+),73,55,70,70,67,74,64,56,68,76,74,75,72,79,66,76,71,92,75,64,84,74,73,72,62,78,79,78,15,10,7,11,7
432,Watford FC,Younès Kaboul,30,Centre-Back,Sunderland,€4.00m,in,Summer,4,Premier League,2016,2016/2017,England,Y. Kaboul,Y. Kaboul,Sunderland,France,CB,79,79,7500000,60000,Right,High/Medium,Normal (185+),56,21,82,71,34,52,44,33,54,62,57,76,53,71,47,82,81,71,85,55,85,75,51,51,54,76,84,78,9,14,7,9,6
433,Sunderland AFC,Younès Kaboul,30,Centre-Back,Watford,€4.00m,out,Summer,4,Premier League,2016,2016/2017,England,Y. Kaboul,Y. Kaboul,Sunderland,France,CB,79,79,7500000,60000,Right,High/Medium,Normal (185+),56,21,82,71,34,52,44,33,54,62,57,76,53,71,47,82,81,71,85,55,85,75,51,51,54,76,84,78,9,14,7,9,6
452,Inter Milan,Antonio Candreva,29,Right Midfield,Lazio,€22.00m,in,Summer,22,Serie A,2016,2016/2017,Italy,A. Candreva,A. Candreva,Lazio,Italy,RW,83,83,23000000,130000,Right,High/Medium,Lean (170-185),90,75,55,81,79,86,83,79,75,87,87,85,79,82,76,90,57,93,69,87,66,49,77,82,88,41,44,44,10,4,14,4,14
453,SS Lazio,Antonio Candreva,29,Right Midfield,Inter,€22.00m,out,Summer,22,Serie A,2016,2016/2017,Italy,A. Candreva,A. Candreva,Lazio,Italy,RW,83,83,23000000,130000,Right,High/Medium,Lean (170-185),90,75,55,81,79,86,83,79,75,87,87,85,79,82,76,90,57,93,69,87,66,49,77,82,88,41,44,44,10,4,14,4,14
459,Bologna FC 1909,Simone Verdi,23,Attacking Midfield,AC Milan,€6.40m,in,Summer,6.4,Serie A,2016,2016/2017,Italy,S. Verdi,S. Verdi,SD Eibar,Italy,CAM,74,80,4700000,30000,Left,High/Medium,Lean (170-185),73,63,43,75,59,80,72,55,67,79,88,81,92,66,92,61,54,67,43,67,49,31,71,72,55,19,32,29,12,10,7,15,9
460,AC Milan,Simone Verdi,23,Attacking Midfield,Bologna,€6.40m,out,Summer,6.4,Serie A,2016,2016/2017,Italy,S. Verdi,S. Verdi,SD Eibar,Italy,CAM,74,80,4700000,30000,Left,High/Medium,Lean (170-185),73,63,43,75,59,80,72,55,67,79,88,81,92,66,92,61,54,67,43,67,49,31,71,72,55,19,32,29,12,10,7,15,9
469,Cagliari Calcio,Mauricio Isla,28,Right-Back,Juventus,€4.00m,in,Summer,4,Serie A,2016,2016/2017,Italy,M. Isla,M. Isla,Olympique de Marseille,Chile,"RB, RM",77,78,6500000,90000,Right,High/Medium,Lean (170-185),80,50,52,75,58,76,80,64,73,77,85,75,85,76,81,65,61,79,51,67,76,79,73,66,71,78,77,82,7,8,7,7,7
470,Juventus FC,Mauricio Isla,28,Right-Back,Cagliari Calcio,€4.00m,out,Summer,4,Serie A,2016,2016/2017,Italy,M. Isla,M. Isla,Olympique de Marseille,Chile,"RB, RM",77,78,6500000,90000,Right,High/Medium,Lean (170-185),80,50,52,75,58,76,80,64,73,77,85,75,85,76,81,65,61,79,51,67,76,79,73,66,71,78,77,82,7,8,7,7,7
473,UC Sampdoria,Lorenzo De Silvestri,28,Right-Back,Torino,€3.50m,out,Summer,3.5,Serie A,2016,2016/2017,Italy,L. De Silvestri,L. De Silvestri,U.C. Sampdoria,Italy,RB,77,80,6500000,60000,Right,High/Medium,Normal (185+),78,40,79,69,60,71,64,62,66,73,79,84,72,75,58,74,78,85,79,75,75,75,66,49,52,73,77,77,15,11,10,14,14
474,Torino FC,Lorenzo De Silvestri,28,Right-Back,Sampdoria,€3.50m,in,Summer,3.5,Serie A,2016,2016/2017,Italy,L. De Silvestri,L. De Silvestri,U.C. Sampdoria,Italy,RB,77,80,6500000,60000,Right,High/Medium,Normal (185+),78,40,79,69,60,71,64,62,66,73,79,84,72,75,58,74,78,85,79,75,75,75,66,49,52,73,77,77,15,11,10,14,14
491,Atalanta BC,Davide Brivio,28,Left-Back,Genoa,€4.00m,out,Summer,4,Serie A,2016,2016/2017,Italy,D. Brivio,D. Brivio,Atalanta,Italy,LB,73,75,2700000,40000,Left,High/Medium,Normal (185+),70,38,72,65,43,53,69,76,59,61,68,68,62,71,67,83,76,77,79,80,81,74,42,36,45,76,79,78,13,6,10,7,7
492,Genoa CFC,Davide Brivio,28,Left-Back,Atalanta BC,€4.00m,in,Summer,4,Serie A,2016,2016/2017,Italy,D. Brivio,D. Brivio,Atalanta,Italy,LB,73,75,2700000,40000,Left,High/Medium,Normal (185+),70,38,72,65,43,53,69,76,59,61,68,68,62,71,67,83,76,77,79,80,81,74,42,36,45,76,79,78,13,6,10,7,7
493,Genoa CFC,Diego Laxalt,23,Left-Back,Inter,€5.80m,in,Summer,5.8,Serie A,2016,2016/2017,Italy,D. Laxalt,D. Laxalt,Genoa,Uruguay,"CM, CAM",70,78,2000000,25000,Left,High/Medium,Lean (170-185),64,60,45,76,49,76,64,60,72,78,79,79,81,66,72,70,65,76,65,66,70,50,60,66,49,48,60,60,10,12,10,9,8
494,Inter Milan,Diego Laxalt,23,Left-Back,Genoa,€5.80m,out,Summer,5.8,Serie A,2016,2016/2017,Italy,D. Laxalt,D. Laxalt,Genoa,Uruguay,"CM, CAM",70,78,2000000,25000,Left,High/Medium,Lean (170-185),64,60,45,76,49,76,64,60,72,78,79,79,81,66,72,70,65,76,65,66,70,50,60,66,49,48,60,60,10,12,10,9,8
495,Genoa CFC,Cristian Ansaldi,29,Left-Back,Zenit S-Pb,€4.00m,in,Summer,4,Serie A,2016,2016/2017,Italy,C. Ansaldi,C. Ansaldi,Genoa,Argentina,LB,79,79,8000000,90000,Left,High/Medium,Lean (170-185),76,57,70,75,51,72,62,45,72,73,82,86,79,81,66,60,70,92,63,66,77,75,65,71,52,79,77,83,15,15,11,8,8
496,Genoa CFC,Cristian Ansaldi,29,Left-Back,Inter,€10.50m,out,Summer,10.5,Serie A,2016,2016/2017,Italy,C. Ansaldi,C. Ansaldi,Genoa,Argentina,LB,79,79,8000000,90000,Left,High/Medium,Lean (170-185),76,57,70,75,51,72,62,45,72,73,82,86,79,81,66,60,70,92,63,66,77,75,65,71,52,79,77,83,15,15,11,8,8
497,Inter Milan,Cristian Ansaldi,29,Left-Back,Genoa,€10.50m,in,Summer,10.5,Serie A,2016,2016/2017,Italy,C. Ansaldi,C. Ansaldi,Genoa,Argentina,LB,79,79,8000000,90000,Left,High/Medium,Lean (170-185),76,57,70,75,51,72,62,45,72,73,82,86,79,81,66,60,70,92,63,66,77,75,65,71,52,79,77,83,15,15,11,8,8
498,Inter Milan,Dodô,24,Left-Back,AS Roma,€7.80m,in,Summer,7.8,Serie A,2016,2016/2017,Italy,Dodo,Dodô,Inter,Brazil,"LM, LB",73,78,3800000,50000,Left,High/Medium,Lean (170-185),78,46,59,75,51,78,78,63,66,78,77,76,77,71,81,72,73,75,62,61,78,67,67,65,46,68,72,70,15,8,13,10,9
499,AS Roma,Dodô,24,Left-Back,Inter,€7.80m,out,Summer,7.8,Serie A,2016,2016/2017,Italy,Dodo,Dodô,Inter,Brazil,"LM, LB",73,78,3800000,50000,Left,High/Medium,Lean (170-185),78,46,59,75,51,78,78,63,66,78,77,76,77,71,81,72,73,75,62,61,78,67,67,65,46,68,72,70,15,8,13,10,9
507,Bologna FC 1909,Marco Crimi,26,Central Midfield,Carpi,€500Th.,out,Summer,0.5,Serie A,2016,2016/2017,Italy,M. Crimi,M. Crimi,Bologna,Italy,"CM, CDM",66,70,775000,6000,Right,High/Medium,Lean (170-185),58,42,44,70,39,60,50,60,70,68,75,73,71,69,75,62,85,85,62,60,68,62,56,59,55,54,64,62,9,9,12,14,15
523,Udinese Calcio,Nicolás López,22,Centre-Forward,Internacional,€9.10m,out,Summer,9.1,Serie A,2016,2016/2017,Italy,N. Lopez,N. López,Granada CF,Uruguay,"CF, RW, LW",73,81,4300000,30000,Left,High/Medium,Lean (170-185),64,71,53,68,73,84,79,55,53,86,82,78,84,70,80,56,66,59,53,67,39,21,68,63,67,18,21,23,6,8,10,12,8
32,Real Madrid,Danilo,26,Right-Back,Man City,€30.00m,out,Summer,30,Primera Division,2017,2017/2018,Spain,Danilo,Danilo,Real Madrid CF,Brazil,"RB, LB",80,83,15000000,120000,Right,High/Medium,Lean (170-185),74,61,68,78,72,73,74,76,69,79,77,82,75,79,66,85,75,83,79,72,74,81,75,62,67,75,81,82,14,5,15,14,5
34,Manchester City,Danilo,26,Right-Back,Real Madrid,€30.00m,in,Summer,30,Premier League,2017,2017/2018,England,Danilo,Danilo,Real Madrid CF,Brazil,"RB, LB",80,83,15000000,120000,Right,High/Medium,Lean (170-185),74,61,68,78,72,73,74,76,69,79,77,82,75,79,66,85,75,83,79,72,74,81,75,62,67,75,81,82,14,5,15,14,5
40,FC Barcelona,Ousmane Dembélé,20,Right Winger,Bor. Dortmund,€140.00m,in,Summer,140,Primera Division,2017,2017/2018,Spain,O. Dembele,O. Dembélé,Borussia Dortmund,France,"RM, LM, CAM",77,90,12000000,30000,Left,High/Medium,Lean (170-185),67,77,43,72,63,85,66,65,65,81,83,85,81,66,74,71,58,72,44,65,47,33,74,73,67,45,39,45,6,6,14,10,13
41,Borussia Dortmund,Ousmane Dembélé,20,Right Winger,Barcelona,€140.00m,out,Summer,140,1 Bundesliga,2017,2017/2018,Germany,O. Dembele,O. Dembélé,Borussia Dortmund,France,"RM, LM, CAM",77,90,12000000,30000,Left,High/Medium,Lean (170-185),67,77,43,72,63,85,66,65,65,81,83,85,81,66,74,71,58,72,44,65,47,33,74,73,67,45,39,45,6,6,14,10,13
42,FC Barcelona,Neymar,25,Left Winger,Paris SG,€222.00m,out,Summer,222,Primera Division,2017,2017/2018,Spain,Neymar,Neymar,FC Barcelona,Brazil,LW,92,95,109000000,450000,Right,High/Medium,Unique,75,89,62,81,83,96,78,79,75,95,93,90,96,88,82,78,61,70,49,77,56,36,90,80,81,21,24,33,9,9,15,15,11
43,Paris Saint-Germain,Neymar,25,Left Winger,Barcelona,€222.00m,in,Summer,222,Ligue 1,2017,2017/2018,France,Neymar,Neymar,FC Barcelona,Brazil,LW,92,95,109000000,450000,Right,High/Medium,Unique,75,89,62,81,83,96,78,79,75,95,93,90,96,88,82,78,61,70,49,77,56,36,90,80,81,21,24,33,9,9,15,15,11
56,RCD Espanyol Barcelona,Naldo,28,Centre-Back,Krasnodar,€2.50m,in,Summer,2.5,Primera Division,2017,2017/2018,Spain,Naldo,Naldo,FC Schalke 04,Brazil,CB,84,84,13000000,50000,Right,High/Medium,Lean (185+),45,57,93,74,60,60,52,76,70,68,67,76,53,83,42,92,43,62,84,82,73,88,53,59,60,83,86,85,14,10,14,8,14
57,RCD Espanyol Barcelona,Pablo Piatti,28,Left Winger,Valencia,€1.30m,in,Summer,1.3,Primera Division,2017,2017/2018,Spain,P. Piatti,P. Piatti,RCD Espanyol de Barcelona,Argentina,"LM, LW",78,78,8500000,30000,Left,High/Medium,Normal (170-),76,73,71,75,72,82,81,58,63,78,88,79,85,73,91,63,76,65,52,70,55,51,80,74,59,36,35,38,10,8,13,8,10
58,Valencia CF,Pablo Piatti,28,Left Winger,Espanyol,€1.30m,out,Summer,1.3,Primera Division,2017,2017/2018,Spain,P. Piatti,P. Piatti,RCD Espanyol de Barcelona,Argentina,"LM, LW",78,78,8500000,30000,Left,High/Medium,Normal (170-),76,73,71,75,72,82,81,58,63,78,88,79,85,73,91,63,76,65,52,70,55,51,80,74,59,36,35,38,10,8,13,8,10
63,Deportivo Alavés,Edgar Méndez,27,Right Winger,CD Cruz Azul,€5.00m,out,Summer,5,Primera Division,2017,2017/2018,Spain,E. Mendez,Edgar Méndez,Deportivo Alavés,Spain,"LM, RM",71,74,2000000,15000,Left,High/Medium,Normal (185+),76,65,64,72,74,72,72,33,71,73,71,70,56,64,62,72,68,58,81,66,67,35,72,65,68,31,32,24,13,16,11,6,14
85,Real Betis Balompié,Jonas Martin,27,Defensive Midfield,R. Strasbourg,€1.50m,out,Summer,1.5,Primera Division,2017,2017/2018,Spain,J. Martin,J. Martin,Real Betis Balompié,France,"CM, CDM, CAM, LM",76,78,6000000,30000,Right,High/Medium,Lean (170-185),74,70,57,80,63,73,72,67,75,77,71,75,66,78,63,74,61,79,73,71,76,65,68,73,76,63,75,68,8,8,14,15,11
86,RC Strasbourg Alsace,Jonas Martin,27,Defensive Midfield,Real Betis,€1.50m,in,Summer,1.5,Ligue 1,2017,2017/2018,France,J. Martin,J. Martin,Real Betis Balompié,France,"CM, CDM, CAM, LM",76,78,6000000,30000,Right,High/Medium,Lean (170-185),74,70,57,80,63,73,72,67,75,77,71,75,66,78,63,74,61,79,73,71,76,65,68,73,76,63,75,68,8,8,14,15,11
100,Levante UD,Ivi López,23,Attacking Midfield,Sevilla Atl.,€1.20m,in,Summer,1.2,Primera Division,2017,2017/2018,Spain,I. Lopez,Isma López,Real Sporting de Gijón,Spain,"LB, LM",74,76,3300000,20000,Left,High/Medium,Lean (170-185),75,71,48,69,51,74,68,59,63,72,78,83,73,69,68,73,65,78,65,64,70,68,73,63,58,73,75,74,6,13,9,9,6
108,Sevilla FC,Sébastien Corchia,26,Right-Back,LOSC Lille,€5.00m,in,Summer,5,Primera Division,2017,2017/2018,Spain,S. Corchia,S. Corchia,LOSC Lille,France,RB,77,80,7000000,40000,Right,High/Medium,Lean (170-185),79,58,68,76,58,74,78,81,74,76,75,75,76,76,78,75,68,80,67,72,76,74,72,70,67,77,77,78,6,8,7,10,15
109,LOSC Lille,Sébastien Corchia,26,Right-Back,Sevilla FC,€5.00m,out,Summer,5,Ligue 1,2017,2017/2018,France,S. Corchia,S. Corchia,LOSC Lille,France,RB,77,80,7000000,40000,Right,High/Medium,Lean (170-185),79,58,68,76,58,74,78,81,74,76,75,75,76,76,78,75,68,80,67,72,76,74,72,70,67,77,77,78,6,8,7,10,15
127,Valencia CF,Simone Zaza,26,Centre-Forward,Juventus,€16.00m,in,Summer,16,Primera Division,2017,2017/2018,Spain,S. Zaza,S. Zaza,West Ham United,Italy,ST,80,83,18000000,120000,Left,High/Medium,Normal (185+),52,81,80,65,78,76,70,56,45,79,79,80,77,76,68,82,91,73,79,76,72,34,85,66,72,28,36,36,7,13,9,7,9
128,Juventus FC,Simone Zaza,26,Centre-Forward,Valencia,€16.00m,out,Summer,16,Serie A,2017,2017/2018,Italy,S. Zaza,S. Zaza,West Ham United,Italy,ST,80,83,18000000,120000,Left,High/Medium,Normal (185+),52,81,80,65,78,76,70,56,45,79,79,80,77,76,68,82,91,73,79,76,72,34,85,66,72,28,36,36,7,13,9,7,9
130,Celta de Vigo,Maxi Gómez,20,Centre-Forward,Defensor,€4.30m,in,Summer,4.3,Primera Division,2017,2017/2018,Spain,M. Gomez,M. Gómez,VfL Wolfsburg,Germany,ST,82,82,19000000,90000,Right,High/Medium,Normal (185+),62,86,83,69,78,74,68,36,50,75,68,75,64,80,55,82,76,69,86,78,72,20,87,62,74,20,24,20,8,8,9,7,14
138,Angers SCO,Enzo Crivelli,22,Centre-Forward,G. Bordeaux,€4.00m,in,Summer,4,Ligue 1,2017,2017/2018,France,E. Crivelli,E. Crivelli,SC Bastia,France,ST,72,80,3200000,15000,Right,High/Medium,Stocky (170-185),49,73,70,72,61,67,59,49,52,70,54,69,67,70,42,75,70,71,82,60,87,25,74,61,58,31,26,23,6,12,13,15,9
139,FC Girondins Bordeaux,Enzo Crivelli,22,Centre-Forward,Angers SCO,€4.00m,out,Summer,4,Ligue 1,2017,2017/2018,France,E. Crivelli,E. Crivelli,SC Bastia,France,ST,72,80,3200000,15000,Right,High/Medium,Stocky (170-185),49,73,70,72,61,67,59,49,52,70,54,69,67,70,42,75,70,71,82,60,87,25,74,61,58,31,26,23,6,12,13,15,9
148,Olympique Marseille,Valère Germain,27,Centre-Forward,Monaco,€8.00m,in,Summer,8,Ligue 1,2017,2017/2018,France,V. Germain,V. Germain,AS Monaco,France,ST,79,81,12500000,70000,Right,High/Medium,Lean (170-185),75,81,79,78,79,76,76,75,64,78,78,79,90,77,77,79,80,81,59,77,65,44,83,78,77,22,21,18,14,7,11,9,14
149,AS Monaco,Valère Germain,27,Centre-Forward,Marseille,€8.00m,out,Summer,8,Ligue 1,2017,2017/2018,France,V. Germain,V. Germain,AS Monaco,France,ST,79,81,12500000,70000,Right,High/Medium,Lean (170-185),75,81,79,78,79,76,76,75,64,78,78,79,90,77,77,79,80,81,59,77,65,44,83,78,77,22,21,18,14,7,11,9,14
174,Dijon FCO,Pierre Lees-Melou,24,Central Midfield,OGC Nice,€4.00m,out,Summer,4,Ligue 1,2017,2017/2018,France,P. Lees-Melou,P. Lees-Melou,Dijon FCO,France,"CAM, RM",70,77,1900000,10000,Right,High/Medium,Lean (185+),66,59,46,73,42,71,68,61,70,73,63,65,71,60,57,49,58,44,58,56,44,21,72,75,49,39,41,47,14,6,12,9,10
